onset	duration	value	response	rt	good	Bd1	Bd2	F	Resp	buena	nt	prob	ttF	ttp	ttr
1.0193	1	10	1	2751.3	1	4	7	1	1	0	1	0.25	19237	14330	17081
5.9269	1	31	-99	-99	1	4	7	1	1	0	1	0.25	19237	14330	17081
9.4253	1	10	1	625.2	1	3	4	1	1	0	2	0.25	24891	22736	23361
11.5807	1	31	-99	-99	1	3	4	1	1	0	2	0.25	24891	22736	23361
14.5153	1	10	1	711.2	1	7	6	0	1	0	3	0.25	30429	27826	28537
17.1184	1	30	-99	-99	1	7	6	0	1	0	3	0.25	30429	27826	28537
20.2852	1	10	2	1277.3	1	7	8	0	2	0	4	0.25	36414	33596	34873
23.1037	1	30	-99	-99	1	7	8	0	2	0	4	0.25	36414	33596	34873
26.6021	1	10	2	3096.4	1	8	6	1	2	0	5	0.25	45417	39913	43009
32.1067	1	31	-99	-99	1	8	6	1	2	0	5	0.25	45417	39913	43009
34.7429	1	10	2	2203.6	1	4	3	1	2	0	6	0.25	52646	48053	50257
39.3355	1	31	-99	-99	1	4	3	1	2	0	6	0.25	52646	48053	50257
42.0878	1	10	2	474.7	1	4	5	1	2	0	7	0.25	57487	55398	55873
44.1769	1	31	-99	-99	1	4	5	1	2	0	7	0.25	57487	55398	55873
47.0784	1	10	2	620.1	1	4	2	1	2	0	8	0.25	63241	60389	61009
49.9301	1	31	-99	-99	1	4	2	1	2	0	8	0.25	63241	60389	61009
52.5497	1	10	2	764.8	1	8	3	1	2	0	9	0.25	68646	65860	66625
55.3352	1	31	-99	-99	1	8	3	1	2	0	9	0.25	68646	65860	66625
58.5185	1	10	2	620	1	2	8	1	2	0	10	0.25	74631	71829	72449
61.3205	1	31	-99	-99	1	2	8	1	2	0	10	0.25	74631	71829	72449
64.537	1	10	1	1553.5	1	3	4	1	1	0	11	0.25	81263	77848	79401
67.9525	1	31	-99	-99	1	3	4	1	1	0	11	0.25	81263	77848	79401
70.9701	1	10	2	3880.4	1	6	3	1	2	0	12	0.25	90249	84281	88161
76.9389	1	31	-99	-99	1	6	3	1	2	0	12	0.25	90249	84281	88161
79.7575	1	10	2	429	1	6	2	1	2	0	13	0.25	95621	93068	93497
82.3108	1	31	-99	-99	1	6	2	1	2	0	13	0.25	95621	93068	93497
85.461	1	10	2	573.5	1	8	5	1	2	0	14	0.25	101457	98771	99345
88.1469	1	31	-99	-99	1	8	5	1	2	0	14	0.25	101457	98771	99345
91.4297	1	10	2	1668.8	1	5	6	0	2	0	15	0.25	108819	104740	106409
95.5084	1	30	-99	-99	1	5	6	0	2	0	15	0.25	108819	104740	106409
98.4099	1	10	1	1968.6	1	7	8	0	1	0	16	0.25	115932	111720	113689
102.6212	1	30	-99	-99	1	7	8	0	1	0	16	0.25	115932	111720	113689
105.1579	1	10	2	1780.6	1	4	4	1	2	0	17	0.25	121801	118468	120249
108.4905	1	31	-99	-99	1	4	4	1	2	0	17	0.25	121801	118468	120249
111.0604	1	10	2	822.1	1	7	4	0	2	1	18	0.75	127703	124371	125193
114.393	1	30	-99	-99	1	7	4	0	2	1	18	0.75	127703	124371	125193
116.9795	1	10	1	4647	1	8	4	1	1	1	19	0.75	136806	130290	134937
123.4954	1	31	-99	-99	1	8	4	1	1	1	19	0.75	136806	130290	134937
126.2311	1	10	1	1283.4	1	6	8	0	1	1	20	0.75	142393	139542	140825
129.0828	1	30	-99	-99	1	6	8	0	1	1	20	0.75	142393	139542	140825
132.2164	1	10	2	3082.1	1	5	2	0	2	1	21	0.75	150816	145527	148609
137.5054	1	30	-99	-99	1	5	2	0	2	1	21	0.75	150816	145527	148609
140.5893	1	10	1	1725.2	1	5	3	0	1	1	22	0.75	158061	153900	155625
144.7509	1	30	-99	-99	1	5	3	0	1	1	22	0.75	158061	153900	155625
148.1332	1	10	2	1893.3	1	7	6	0	2	1	23	0.75	165688	161444	163337
152.3776	1	30	-99	-99	1	7	6	0	2	1	23	0.75	165688	161444	163337
155.7434	1	10	2	5371.1	1	8	5	1	2	1	24	0.75	176764	169054	174425
163.4531	1	31	-99	-99	1	8	5	1	2	1	24	0.75	176764	169054	174425
166.139	1	10	2	1119.5	1	4	3	0	2	1	25	0.75	182202	179450	180569
168.8913	1	30	-99	-99	1	4	3	0	2	1	25	0.75	182202	179450	180569
171.5938	1	10	2	1040.7	1	7	7	0	2	1	26	0.75	188071	184904	185945
174.7606	1	30	-99	-99	1	7	7	0	2	1	26	0.75	188071	184904	185945
177.6952	1	10	2	2171.3	1	8	7	0	2	1	27	0.75	195250	191006	193177
181.9397	1	30	-99	-99	1	8	7	0	2	1	27	0.75	195250	191006	193177
184.7583	1	10	2	2012.2	1	8	3	0	2	1	28	0.75	201667	198069	200081
188.3562	1	30	-99	-99	1	8	3	0	2	1	28	0.75	201667	198069	200081
191.8711	1	10	1	539.4	1	7	5	0	1	1	29	0.75	208216	205182	205721
194.9052	1	30	3	2769.3	1	7	5	0	1	1	29	0.75	208216	205182	205721
198.702	1	10	2	2332.5	1	4	5	0	2	1	30	0.85	216141	212013	214345
202.8304	1	30	-99	-99	1	4	5	0	2	1	30	0.85	216141	212013	214345
