onset	duration	value	response	rt	good	Bd1	Bd2	F	Resp	buena	nt	prob	ttF	ttp	ttr
1.0225	1	10	1	989.3	1	8	8	1	1	0	1	0.85	9654	6388	7377
4.2887	1	31	1	2819	1	8	8	1	1	0	1	0.85	9654	6388	7377
7.6213	1	10	1	358.4	1	6	8	1	1	0	2	0.85	15673	12987	13345
10.3072	1	31	-99	-99	1	6	8	1	1	0	2	0.85	15673	12987	13345
12.9932	1	10	1	290.5	1	8	2	1	1	0	3	0.85	20879	18359	18649
15.5133	1	31	-99	-99	1	8	2	1	1	0	3	0.85	20879	18359	18649
18.9951	1	10	1	400.6	1	3	5	1	1	0	4	0.85	27212	24361	24761
21.8469	1	31	-99	-99	1	3	5	1	1	0	4	0.85	27212	24361	24761
25.0966	1	10	1	283.1	1	2	3	0	1	0	5	0.85	32485	30462	30745
27.1193	1	30	-99	-99	1	2	3	0	1	0	5	0.85	32485	30462	30745
29.9047	1	10	2	227	1	5	6	0	2	0	6	0.85	37144	35270	35497
31.7783	1	30	-99	-99	1	5	6	0	2	0	6	0.85	37144	35270	35497
35.1109	1	10	1	332.8	1	3	3	0	1	0	7	0.85	43046	40476	40809
37.6808	1	30	2	3410.9	1	3	3	0	1	0	7	0.85	43046	40476	40809
41.1791	1	10	2	744.6	1	3	7	0	2	0	8	0.85	49612	46545	47289
44.2464	1	30	-99	-99	1	3	7	0	2	0	8	0.85	49612	46545	47289
47.6287	1	10	2	471	1	6	6	0	2	0	9	0.85	55299	52994	53465
49.9333	1	30	-99	-99	1	6	6	0	2	0	9	0.85	55299	52994	53465
53.4483	1	10	2	731.4	1	2	7	0	2	0	10	0.85	61798	58814	59545
56.4327	1	30	-99	-99	1	2	7	0	2	0	10	0.85	61798	58814	59545
59.3673	1	10	1	884.5	1	8	8	1	1	0	11	0.85	67618	64733	65617
62.2523	1	31	-99	-99	1	8	8	1	1	0	11	0.85	67618	64733	65617
65.0377	1	10	1	7510.1	1	3	6	1	1	0	12	0.85	79622	70403	77913
