onset	duration	value	response	rt	good	Bd1	Bd2	F	Resp	buena	nt	prob	ttF	ttp	ttr
1.0271	1	10	1	985.7	1	5	4	1	1	0	1	0.85	21741	18408	19394
4.3597	1	31	-99	-99	1	5	4	1	1	0	1	0.85	21741	18408	19394
7.1949	1	10	1	537.9	1	5	3	1	1	0	2	0.85	27411	24576	25114
10.0301	1	31	-99	-99	1	5	3	1	1	0	2	0.85	27411	24576	25114
13.0973	1	10	1	547.5	1	6	8	1	1	0	3	0.85	32734	30479	31026
15.3522	1	31	-99	-99	1	6	8	1	1	0	3	0.85	32734	30479	31026
18.32	1	10	1	420.8	1	3	3	0	1	0	4	0.85	38570	35701	36122
21.1884	1	30	-99	-99	1	3	3	0	1	0	4	0.85	38570	35701	36122
24.0401	1	10	2	388.7	1	3	5	0	2	0	5	0.85	43859	41421	41810
26.4774	1	30	-99	-99	1	3	5	0	2	0	5	0.85	43859	41421	41810
29.8265	1	10	1	418.3	1	5	5	1	1	0	6	0.85	50093	47208	47626
32.7114	1	31	-99	-99	1	5	5	1	1	0	6	0.85	50093	47208	47626
35.9114	1	10	1	445.4	1	8	5	1	1	0	7	0.85	55746	53293	53738
38.3652	1	31	-99	-99	1	8	5	1	1	0	7	0.85	55746	53293	53738
40.8853	1	10	1	439.5	1	8	4	0	1	0	8	0.85	60339	58267	58706
42.9578	1	30	-99	-99	1	8	4	0	1	0	8	0.85	60339	58267	58706
46.2241	1	10	1	332.7	1	2	7	1	1	0	9	0.85	66424	63605	63938
49.0427	1	31	-99	-99	1	2	7	1	1	0	9	0.85	66424	63605	63938
52.2095	1	10	1	451.3	1	3	4	1	1	0	10	0.85	72326	69591	70042
54.9452	1	31	-99	-99	1	3	4	1	1	0	10	0.85	72326	69591	70042
57.8135	1	10	1	519.3	1	4	8	1	1	0	11	0.85	78229	75195	75714
60.8476	1	31	-99	-99	1	4	8	1	1	0	11	0.85	78229	75195	75714
63.9149	1	10	1	633.9	1	4	2	0	1	0	12	0.85	84131	81296	81930
66.7501	1	30	-99	-99	1	4	2	0	1	0	12	0.85	84131	81296	81930
70.2319	1	10	2	356.9	1	3	8	0	2	0	13	0.85	90465	87613	87970
73.0836	1	30	-99	-99	1	3	8	0	2	0	13	0.85	90465	87613	87970
76.5986	1	10	1	366.2	1	7	7	1	1	0	14	0.85	95903	93980	94346
78.5219	1	31	-99	-99	1	7	7	1	1	0	14	0.85	95903	93980	94346
81.9705	1	10	1	586.3	1	4	7	0	1	0	15	0.85	101789	99352	99938
84.4078	1	30	-99	-99	1	4	7	0	1	0	15	0.85	101789	99352	99938
87.5745	1	10	1	550.3	1	5	4	1	1	0	16	0.85	107957	104956	105506
90.5755	1	31	-99	-99	1	5	4	1	1	0	16	0.85	107957	104956	105506
93.4604	1	10	1	832.4	1	5	5	0	1	1	17	0.15	113262	110842	111674
95.8811	1	30	-99	-99	1	5	5	0	1	1	17	0.15	113262	110842	111674
98.8821	1	10	2	522.7	1	2	7	1	2	1	18	0.15	118667	116263	116786
101.2862	1	31	-99	-99	1	2	7	1	2	1	18	0.15	118667	116263	116786
104.7679	1	10	2	412.9	1	2	2	1	2	1	19	0.15	124620	122149	122562
107.2384	1	31	-99	-99	1	2	2	1	2	1	19	0.15	124620	122149	122562
110.687	1	10	2	637.8	1	8	4	0	2	1	20	0.15	130970	128068	128706
113.5885	1	30	-99	-99	1	8	4	0	2	1	20	0.15	130970	128068	128706
116.3905	1	10	1	326.3	1	3	4	0	1	1	21	0.15	135778	133772	134098
118.3967	1	30	-99	-99	1	3	4	0	1	1	21	0.15	135778	133772	134098
121.5137	1	10	2	379.1	1	6	4	1	2	1	22	0.15	141183	138895	139274
123.8017	1	31	-99	-99	1	6	4	1	2	1	22	0.15	141183	138895	139274
126.7696	1	10	2	411.2	1	5	3	1	2	1	23	0.15	146936	144151	144562
129.555	1	31	-99	-99	1	5	3	1	2	1	23	0.15	146936	144151	144562
132.6554	1	10	2	533.4	1	6	7	1	2	1	24	0.15	153071	150037	150570
135.6896	1	31	-99	-99	1	6	7	1	2	1	24	0.15	153071	150037	150570
139.0387	1	10	2	358.1	1	5	5	0	2	1	25	0.15	158625	156420	156778
141.2439	1	30	-99	-99	1	5	5	0	2	1	25	0.15	158625	156420	156778
144.5267	1	10	1	614.1	1	6	4	0	1	1	26	0.15	164544	161908	162522
147.1629	1	30	-99	-99	1	6	4	0	1	1	26	0.15	164544	161908	162522
149.882	1	10	2	434.8	1	6	3	1	2	1	27	0.15	169634	167263	167698
152.253	1	31	-99	-99	1	6	3	1	2	1	27	0.15	169634	167263	167698
155.486	1	10	2	366.8	1	6	5	1	2	1	28	0.15	175669	172867	173234
158.2881	1	31	-99	-99	1	6	5	1	2	1	28	0.15	175669	172867	173234
161.5377	1	10	2	355.1	1	8	8	1	2	1	29	0.15	181389	178919	179274
164.0081	1	31	-99	-99	1	8	8	1	2	1	29	0.15	181389	178919	179274
167.1915	1	10	2	301.3	1	5	2	1	2	1	30	0.15	186413	184573	184874
169.0319	1	31	-99	-99	1	5	2	1	2	1	30	0.15	186413	184573	184874
172.2484	1	10	2	388.4	1	4	8	0	2	1	31	0.15	192415	189630	190018
175.0338	1	30	-99	-99	1	4	8	0	2	1	31	0.15	192415	189630	190018
178.3498	1	10	2	303.1	1	7	2	1	2	1	32	0.15	198417	195731	196034
181.0358	1	31	-99	-99	1	7	2	1	2	1	32	0.15	198417	195731	196034
183.9207	1	10	2	300.1	1	3	7	1	2	1	33	0.15	203955	201302	201602
186.5735	1	31	-99	-99	1	3	7	1	2	1	33	0.15	203955	201302	201602
189.6076	1	10	2	285.2	1	6	7	1	2	1	34	0.15	209376	206989	207274
191.9951	1	31	3	3849.7	1	6	7	1	2	1	34	0.15	209376	206989	207274
196.8696	1	10	2	1079.3	1	7	5	1	2	0	35	0.15	217633	214251	215330
200.2519	1	31	-99	-99	1	7	5	1	2	0	35	0.15	217633	214251	215330
203.2861	1	10	2	302.7	1	5	8	1	2	0	36	0.15	223370	220667	220970
205.9886	1	31	-99	-99	1	5	8	1	2	0	36	0.15	223370	220667	220970
208.5751	1	10	2	285.7	1	3	3	1	2	0	37	0.15	227863	225956	226242
210.4818	1	31	-99	-99	1	3	3	1	2	0	37	0.15	227863	225956	226242
213.4496	1	10	2	323.2	1	3	6	0	2	0	38	0.15	233334	230831	231154
215.9532	1	30	-99	-99	1	3	6	0	2	0	38	0.15	233334	230831	231154
219.236	1	10	2	480.8	1	4	3	1	2	0	39	0.15	239303	236617	237098
221.9219	1	31	-99	-99	1	4	3	1	2	0	39	0.15	239303	236617	237098
224.6079	1	10	2	260.9	1	3	3	0	2	0	40	0.15	243863	241989	242250
226.4814	1	30	-99	-99	1	3	3	0	2	0	40	0.15	243863	241989	242250
229.3498	1	10	1	327	1	5	6	0	1	0	41	0.15	249384	246731	247058
232.0026	1	30	-99	-99	1	5	6	0	1	0	41	0.15	249384	246731	247058
235.0698	1	10	2	263	1	7	3	1	2	0	42	0.15	254739	252451	252714
237.3579	1	31	-99	-99	1	7	3	1	2	0	42	0.15	254739	252451	252714
240.5578	1	10	2	255	1	3	7	1	2	0	43	0.15	259879	257939	258194
242.4977	1	31	-99	-99	1	3	7	1	2	0	43	0.15	259879	257939	258194
245.5981	1	10	2	342.7	1	3	6	1	2	0	44	0.15	265400	262979	263322
248.0188	1	31	-99	-99	1	3	6	1	2	0	44	0.15	265400	262979	263322
251.4011	1	10	2	363.8	1	6	4	0	2	0	45	0.15	271535	268782	269146
254.1534	1	30	-99	-99	1	6	4	0	2	0	45	0.15	271535	268782	269146
257.1875	1	10	1	361.3	1	4	6	0	1	0	46	0.15	277371	274569	274930
259.9895	1	30	-99	-99	1	4	6	0	1	0	46	0.15	277371	274569	274930
263.0568	1	10	2	388	1	2	6	0	2	0	47	0.15	282594	280438	280826
265.2122	1	30	-99	-99	1	2	6	0	2	0	47	0.15	282594	280438	280826
267.7324	1	10	1	512.5	1	8	7	0	1	0	48	0.15	287369	285114	285626
269.9873	1	30	-99	-99	1	8	7	0	1	0	48	0.15	287369	285114	285626
273.4027	1	10	1	578.1	1	7	2	0	1	0	49	0.15	293437	290784	291362
276.0555	1	30	-99	-99	1	7	2	0	1	0	49	0.15	293437	290784	291362
278.6254	1	10	2	387.4	1	3	8	0	2	0	50	0.15	298742	296007	296394
281.3611	1	30	-99	-99	1	3	8	0	2	0	50	0.15	298742	296007	296394
283.9641	1	10	1	464.8	1	6	2	0	1	0	51	0.15	303468	301345	301810
286.0864	1	30	-99	-99	1	6	2	0	1	0	51	0.15	303468	301345	301810
288.8387	1	10	1	318.1	1	6	6	0	1	0	52	0.15	308442	306220	306538
291.0604	1	30	-99	-99	1	6	6	0	1	0	52	0.15	308442	306220	306538
294.0779	1	10	2	470.9	1	2	8	1	2	0	53	0.15	314062	311459	311930
296.681	1	31	-99	-99	1	2	8	1	2	0	53	0.15	314062	311459	311930
299.8146	1	10	2	606.3	1	7	6	1	2	0	54	0.15	319716	317196	317802
302.3347	1	31	-99	-99	1	7	6	1	2	0	54	0.15	319716	317196	317802
305.4186	1	10	2	354.2	1	4	8	0	2	1	55	0.85	325453	322800	323154
308.0714	1	30	-99	-99	1	4	8	0	2	1	55	0.85	325453	322800	323154
311.5035	1	10	1	429.3	1	4	3	1	1	1	56	0.85	331737	328885	329314
314.3552	1	31	-99	-99	1	4	3	1	1	1	56	0.85	331737	328885	329314
317.4557	1	10	1	381.2	1	7	5	1	1	1	57	0.85	337108	334837	335218
319.7271	1	31	-99	-99	1	7	5	1	1	1	57	0.85	337108	334837	335218
322.8442	1	10	1	440.7	1	5	7	0	1	1	58	0.85	342961	340225	340666
325.5799	1	30	-99	-99	1	5	7	0	1	1	58	0.85	342961	340225	340666
328.1332	1	10	2	759.7	1	7	3	0	2	1	59	0.85	347902	345514	346274
330.5207	1	30	-99	-99	1	7	3	0	2	1	59	0.85	347902	345514	346274
333.2729	1	10	1	276	1	4	2	1	1	1	60	0.85	352876	350654	350930
335.4947	1	31	-99	-99	1	4	2	1	1	1	60	0.85	352876	350654	350930
338.7775	1	10	1	451.4	1	2	7	1	1	1	61	0.85	358961	356159	356610
341.5795	1	31	-99	-99	1	2	7	1	1	1	61	0.85	358961	356159	356610
345.0282	1	10	1	424.7	1	6	7	1	1	1	62	0.85	365145	362409	362834
347.7638	1	31	-99	-99	1	6	7	1	1	1	62	0.85	365145	362409	362834
350.9638	1	10	1	377.1	1	6	7	0	1	1	63	0.85	370434	368345	368722
353.0528	1	30	-99	-99	1	6	7	0	1	1	63	0.85	370434	368345	368722
355.7222	1	10	2	250.7	1	5	8	0	2	1	64	0.85	375441	373104	373354
358.06	1	30	-99	-99	1	5	8	0	2	1	64	0.85	375441	373104	373354
360.5967	1	10	1	264.2	1	8	3	1	1	1	65	0.85	380034	377978	378242
362.6526	1	31	-99	-99	1	8	3	1	1	1	65	0.85	380034	377978	378242
365.7531	1	10	1	315.8	1	4	5	1	1	1	66	0.85	385074	383134	383450
367.6929	1	31	-99	-99	1	4	5	1	1	1	66	0.85	385074	383134	383450
370.6442	1	10	1	304.7	1	2	7	0	1	1	67	0.85	390645	388025	388330
373.2638	1	30	-99	-99	1	2	7	0	1	1	67	0.85	390645	388025	388330
376.2814	1	10	2	259.5	1	6	7	0	2	1	68	0.85	396299	393663	393922
378.9176	1	30	-99	-99	1	6	7	0	2	1	68	0.85	396299	393663	393922
381.8854	1	10	1	263.5	1	2	4	1	1	1	69	0.85	401787	399267	399530
384.4055	1	31	3	3495.4	1	2	4	1	1	1	69	0.85	401787	399267	399530
388.9319	1	10	1	337	1	5	6	1	1	0	70	0.75	409082	406313	406650
391.7007	1	31	-99	-99	1	5	6	1	1	0	70	0.75	409082	406313	406650
394.7846	1	10	1	260.3	1	3	7	1	1	0	71	0.75	413957	412166	412426
396.5752	1	31	1	1869.7	1	3	7	1	1	0	71	0.75	413957	412166	412426
399.9576	1	10	1	759.3	1	8	4	1	1	0	72	0.75	419826	417339	418098
402.4445	1	31	-99	-99	1	8	4	1	1	0	72	0.75	419826	417339	418098
405.7605	1	10	1	772.4	1	5	4	0	1	0	73	0.75	426408	423142	423914
409.0268	1	30	-99	-99	1	5	4	0	1	0	73	0.75	426408	423142	423914
412.177	1	10	2	563.9	1	5	2	0	2	0	74	0.75	431780	429558	430122
414.3987	1	30	-99	-99	1	5	2	0	2	0	74	0.75	431780	429558	430122
416.9852	1	10	1	427.7	1	2	3	1	1	0	75	0.75	436953	434366	434794
419.5716	1	31	-99	-99	1	2	3	1	1	0	75	0.75	436953	434366	434794
422.3571	1	10	1	367.7	1	7	6	1	1	0	76	0.75	441645	439738	440106
424.2638	1	31	-99	-99	1	7	6	1	1	0	76	0.75	441645	439738	440106
427.5963	1	10	1	312.6	1	5	5	1	1	0	77	0.75	446868	444978	445290
429.4865	1	31	-99	-99	1	5	5	1	1	0	77	0.75	446868	444978	445290
432.2387	1	10	1	374.2	1	5	4	1	1	0	78	0.75	451759	449620	449994
434.3775	1	31	-99	-99	1	5	4	1	1	0	78	0.75	451759	449620	449994
437.3288	1	10	1	340.1	1	2	6	0	1	0	79	0.75	457098	454710	455050
439.7163	1	30	-99	-99	1	2	6	0	1	0	79	0.75	457098	454710	455050
442.3525	1	10	1	252.4	1	7	8	1	1	0	80	0.75	461790	459734	459986
444.4084	1	31	-99	-99	1	7	8	1	1	0	80	0.75	461790	459734	459986
447.3099	1	10	1	287	1	8	5	1	1	0	81	0.75	466548	464691	464978
449.1669	1	31	-99	-99	1	8	5	1	1	0	81	0.75	466548	464691	464978
451.8694	1	10	1	367.5	1	3	7	1	1	0	82	0.75	472136	469251	469618
454.7543	1	31	-99	-99	1	3	7	1	1	0	82	0.75	472136	469251	469618
457.4568	1	10	1	572.1	1	7	3	0	1	0	83	0.75	477524	474838	475410
460.1428	1	30	-99	-99	1	7	3	0	1	0	83	0.75	477524	474838	475410
462.8785	1	10	1	286.4	1	2	3	1	1	0	84	0.75	482664	480260	480546
465.2826	1	31	-99	-99	1	2	3	1	1	0	84	0.75	482664	480260	480546
467.9188	1	10	1	350.1	1	4	2	1	1	0	85	0.75	487804	485300	485650
470.4224	1	31	-99	-99	1	4	2	1	1	0	85	0.75	487804	485300	485650
473.2244	1	10	1	388.5	1	2	7	1	1	1	86	0.25	492827	490606	490994
475.4461	1	31	-99	-99	1	2	7	1	1	1	86	0.25	492827	490606	490994
478.7621	1	10	1	554.8	1	2	7	0	1	1	87	0.25	498349	496143	496698
480.9672	1	30	-99	-99	1	2	7	0	1	1	87	0.25	498349	496143	496698
483.6532	1	10	1	1007.7	1	6	7	0	1	1	88	0.25	504135	501034	502042
486.7536	1	30	-99	-99	1	6	7	0	1	1	88	0.25	504135	501034	502042
489.8043	1	10	2	336.6	1	6	8	0	2	1	89	0.25	509092	507186	507522
491.711	1	30	-99	-99	1	6	8	0	2	1	89	0.25	509092	507186	507522
494.7783	1	10	1	410.6	1	7	7	0	1	1	90	0.25	514232	512160	512570
496.8508	1	30	-99	-99	1	7	7	0	1	1	90	0.25	514232	512160	512570
499.5036	1	10	1	269.3	1	7	4	0	1	1	91	0.25	519206	516885	517154
501.8248	1	30	-99	-99	1	7	4	0	1	1	91	0.25	519206	516885	517154
505.0579	1	10	2	467	1	8	3	1	2	1	92	0.25	525191	522439	522906
507.8102	1	31	-99	-99	1	8	3	1	2	1	92	0.25	525191	522439	522906
511.2754	1	10	2	441.5	1	3	7	0	2	1	93	0.25	531525	528657	529098
514.1437	1	30	-99	-99	1	3	7	0	2	1	93	0.25	531525	528657	529098
517.3934	1	10	2	475.5	1	5	3	1	2	1	94	0.25	537494	534775	535250
520.1125	1	31	-99	-99	1	5	3	1	2	1	94	0.25	537494	534775	535250
523.2461	1	10	1	318.8	1	5	6	0	1	1	95	0.25	542982	540627	540946
525.6005	1	30	-99	-99	1	5	6	0	1	1	95	0.25	542982	540627	540946
528.8667	1	10	2	258.2	1	4	4	0	2	1	96	0.25	548652	546248	546506
531.2708	1	30	-99	-99	1	4	4	0	2	1	96	0.25	548652	546248	546506
534.0065	1	10	1	286.4	1	4	5	0	1	1	97	0.25	554057	551388	551674
536.6759	1	30	3	3625	1	4	5	0	1	1	97	0.25	554057	551388	551674
541.3183	1	10	2	814.6	1	7	5	1	2	0	98	0.25	561071	558700	559514
543.6892	1	31	-99	-99	1	7	5	1	2	0	98	0.25	561071	558700	559514
546.4581	1	10	2	522.8	1	2	4	0	2	0	99	0.25	565995	563839	564362
548.6135	1	30	-99	-99	1	2	4	0	2	0	99	0.25	565995	563839	564362
551.4818	1	10	2	243.1	1	8	4	1	2	0	100	0.25	570770	568863	569106
553.3885	1	31	-99	-99	1	8	4	1	2	0	100	0.25	570770	568863	569106
556.5553	1	10	2	273.6	1	8	5	1	2	0	101	0.25	575876	573937	574210
558.4951	1	31	-99	-99	1	8	5	1	2	0	101	0.25	575876	573937	574210
561.5127	1	10	2	404.2	1	3	4	1	2	0	102	0.25	581779	578894	579298
564.3976	1	31	2	1743.3	1	3	4	1	2	0	102	0.25	581779	578894	579298
567.3488	1	10	2	768.1	1	3	3	0	2	0	103	0.25	587748	584730	585498
570.3664	1	30	-99	-99	1	3	3	0	2	0	103	0.25	587748	584730	585498
573.301	1	10	1	799.9	1	8	4	0	1	0	104	0.25	593650	590682	591482
576.2688	1	30	-99	-99	1	8	4	0	1	0	104	0.25	593650	590682	591482
579.5848	1	10	2	740.2	1	3	7	1	2	0	105	0.25	599818	596966	597706
582.4366	1	31	-99	-99	1	3	7	1	2	0	105	0.25	599818	596966	597706
585.0396	1	10	2	885.3	1	4	6	1	2	0	106	0.25	605687	602421	603306
588.3059	1	31	-99	-99	1	4	6	1	2	0	106	0.25	605687	602421	603306
591.3234	1	10	2	1041.5	1	4	4	1	2	0	107	0.25	612220	608705	609746
594.8384	1	31	-99	-99	1	4	4	1	2	0	107	0.25	612220	608705	609746
597.657	1	10	2	1043.9	1	6	7	1	2	0	108	0.25	618172	615038	616082
600.7906	1	31	-99	-99	1	6	7	1	2	0	108	0.25	618172	615038	616082
604.1895	1	10	2	455.4	1	6	3	1	2	0	109	0.25	624041	621571	622026
606.6599	1	31	-99	-99	1	6	3	1	2	0	109	0.25	624041	621571	622026
609.3956	1	10	2	513.3	1	3	3	1	2	0	110	0.25	629513	626777	627290
612.1313	1	31	-99	-99	1	3	3	1	2	0	110	0.25	629513	626777	627290
614.9167	1	10	2	376.2	1	3	6	0	2	0	111	0.25	635034	632298	632674
617.6524	1	30	-99	-99	1	3	6	0	2	0	111	0.25	635034	632298	632674
620.6202	1	10	1	784.8	1	3	5	0	1	0	112	0.25	641135	638002	638786
623.7538	1	30	-99	-99	1	3	5	0	1	0	112	0.25	641135	638002	638786
626.3237	1	10	2	305.2	1	4	6	1	2	0	113	0.25	645711	643705	644010
628.3299	1	31	-99	-99	1	4	6	1	2	0	113	0.25	645711	643705	644010
631.2977	1	10	2	507.3	1	8	8	1	2	0	114	0.25	650851	648679	649186
633.4697	1	31	-99	-99	1	8	8	1	2	0	114	0.25	650851	648679	649186
636.0893	1	10	2	491.6	1	5	7	1	2	0	115	0.25	656339	653471	653962
