onset	duration	value	response	rt	good	Bd1	Bd2	F	Resp	buena	nt	prob	ttF	ttp	ttr
1.0223	1	10	1	904.2	1	4	7	1	1	0	1	0.85	20779	17497	18401
4.3051	1	31	-99	-99	1	4	7	1	1	0	1	0.85	20779	17497	18401
7.0077	1	10	1	1070.8	1	2	6	1	1	0	2	0.85	27063	23482	24553
10.5889	1	31	-99	-99	1	2	6	1	1	0	2	0.85	27063	23482	24553
13.192	1	10	1	790.5	1	4	2	1	1	0	3	0.85	32733	29666	30457
16.2593	1	31	-99	-99	1	4	2	1	1	0	3	0.85	32733	29666	30457
19.6747	1	10	1	939.8	1	3	8	1	1	0	4	0.85	39183	36149	37089
22.7089	1	31	-99	-99	1	3	8	1	1	0	4	0.85	39183	36149	37089
25.3782	1	10	1	628.3	1	6	2	1	1	0	5	0.85	44290	41852	42481
27.8155	1	31	-99	-99	1	6	2	1	1	0	5	0.85	44290	41852	42481
30.9657	1	10	1	472.8	1	6	8	1	1	0	6	0.85	49446	47440	47913
32.9719	1	31	-99	-99	1	6	8	1	1	0	6	0.85	49446	47440	47913
36.0391	1	10	1	599.4	1	6	2	1	1	0	7	0.85	54901	52513	53113
38.4267	1	31	1	643.8	1	6	2	1	1	0	7	0.85	54901	52513	53113
41.1126	1	10	1	685.9	1	6	5	1	1	0	8	0.85	60455	57587	58273
43.9809	1	31	-99	-99	1	6	5	1	1	0	8	0.85	60455	57587	58273
46.6006	1	10	1	333.9	1	3	6	1	1	0	9	0.85	65180	63075	63409
48.7062	1	31	-99	-99	1	3	6	1	1	0	9	0.85	65180	63075	63409
51.6906	1	10	1	363.9	1	4	4	1	1	0	10	0.85	70552	68165	68529
54.0781	1	31	-99	-99	1	4	4	1	1	0	10	0.85	70552	68165	68529
57.5267	1	10	1	359.8	1	6	7	1	1	0	11	0.85	76024	74001	74361
59.5495	1	31	-99	-99	1	6	7	1	1	0	11	0.85	76024	74001	74361
62.6997	1	10	1	442.7	1	3	5	1	1	0	12	0.85	81794	79174	79617
65.3193	1	31	-99	-99	1	3	5	1	1	0	12	0.85	81794	79174	79617
68.7182	1	10	1	248.3	1	3	8	1	1	0	13	0.85	87331	85192	85441
70.857	1	31	-99	-99	1	3	8	1	1	0	13	0.85	87331	85192	85441
74.2725	1	10	1	253.9	1	7	7	1	1	0	14	0.85	92819	90747	91001
76.345	1	31	-99	-99	1	7	7	1	1	0	14	0.85	92819	90747	91001
79.462	1	10	1	224.4	1	5	3	0	1	0	15	0.85	97959	95936	96161
81.4848	1	30	-99	-99	1	5	3	0	1	0	15	0.85	97959	95936	96161
84.5686	1	10	2	333.8	1	5	2	0	2	0	16	0.85	103696	101043	101377
87.2214	1	30	-99	-99	1	5	2	0	2	0	16	0.85	103696	101043	101377
89.8079	1	10	2	414.5	1	3	7	1	2	0	17	0.85	108421	106282	106697
91.9467	1	31	-99	-99	1	3	7	1	2	0	17	0.85	108421	106282	106697
95.3456	1	10	2	404.8	1	4	8	0	2	0	18	0.85	113843	111820	112225
97.3684	1	30	-99	-99	1	4	8	0	2	0	18	0.85	113843	111820	112225
100.303	1	10	1	367.4	1	7	8	0	1	1	19	0.15	119513	116777	117145
103.0387	1	30	-99	-99	1	7	8	0	1	1	19	0.15	119513	116777	117145
106.3713	1	10	1	203.1	1	3	7	1	1	1	20	0.15	125482	122845	123049
109.0074	1	31	-99	-99	1	3	7	1	1	1	20	0.15	125482	122845	123049
112.4561	1	10	2	358.3	1	8	3	1	2	1	21	0.15	131119	128930	129289
114.6446	1	31	-99	-99	1	8	3	1	2	1	21	0.15	131119	128930	129289
117.3472	1	10	1	275.2	1	5	5	0	1	1	22	0.15	135745	133821	134097
119.2704	1	30	-99	-99	1	5	5	0	1	1	22	0.15	135745	133821	134097
122.7688	1	10	1	557.6	1	8	2	0	1	1	23	0.15	141896	139243	139801
125.4216	1	30	2	2704.8	1	8	2	0	1	1	23	0.15	141896	139243	139801
128.7044	1	10	2	366	1	4	2	1	2	1	24	0.15	147616	145179	145545
131.1417	1	31	-99	-99	1	4	2	1	2	1	24	0.15	147616	145179	145545
134.6566	1	10	2	509.8	1	8	4	1	2	1	25	0.15	153684	151131	151641
137.2099	1	31	-99	-99	1	8	4	1	2	1	25	0.15	153684	151131	151641
140.7249	1	10	2	297.5	1	5	5	0	2	1	26	0.15	159786	157199	157497
143.3114	1	30	-99	-99	1	5	5	0	2	1	26	0.15	159786	157199	157497
146.6273	1	10	1	379.1	1	8	8	0	1	1	27	0.15	165008	163102	163481
148.534	1	30	-99	-99	1	8	8	0	1	1	27	0.15	165008	163102	163481
151.2697	1	10	2	464.7	1	6	2	1	2	1	28	0.15	169916	167744	168209
153.4417	1	31	2	692.6	1	6	2	1	2	1	28	0.15	169916	167744	168209
156.194	1	10	2	940.4	1	7	6	1	2	1	29	0.15	175354	172668	173609
158.8799	1	31	-99	-99	1	7	6	1	2	1	29	0.15	175354	172668	173609
162.312	1	10	2	1686.4	1	3	3	1	2	1	30	0.15	182052	178786	180473
165.5782	1	31	-99	-99	1	3	3	1	2	1	30	0.15	182052	178786	180473
168.7616	1	10	2	708.7	1	5	5	1	2	1	31	0.15	188187	185236	185945
171.7128	1	31	3	5669.6	1	5	5	1	2	1	31	0.15	188187	185236	185945
178.4111	1	10	1	1715.3	1	3	6	1	1	1	32	0.25	198765	194885	196601
182.2908	1	31	-99	-99	1	3	6	1	1	1	32	0.25	198765	194885	196601
185.441	1	10	1	213.3	1	6	4	1	1	1	33	0.25	203789	201915	202129
187.3145	1	31	-99	-99	1	6	4	1	1	1	33	0.25	203789	201915	202129
190.1828	1	10	1	495.5	1	6	7	0	1	1	34	0.25	208796	206657	207153
192.3217	1	30	-99	-99	1	6	7	0	1	1	34	0.25	208796	206657	207153
195.19	1	10	2	272.4	1	6	3	1	2	1	35	0.25	214184	211664	211937
197.7101	1	31	-99	-99	1	6	3	1	2	1	35	0.25	214184	211664	211937
201.1256	1	10	2	352.7	1	6	8	1	2	1	36	0.25	219888	217600	217952
203.4136	1	31	-99	-99	1	6	8	1	2	1	36	0.25	219888	217600	217952
206.6965	1	10	2	1453.8	1	3	3	1	2	1	37	0.25	226238	223171	224625
209.7638	1	31	-99	-99	1	3	3	1	2	1	37	0.25	226238	223171	224625
212.5823	1	10	2	512	1	4	2	1	2	1	38	0.25	232057	229057	229569
215.5833	1	31	-99	-99	1	4	2	1	2	1	38	0.25	232057	229057	229569
218.1863	1	10	2	324	1	7	2	1	2	1	39	0.25	237148	234661	234985
220.6734	1	31	2	3108.9	1	7	2	1	2	1	39	0.25	237148	234661	234985
224.1883	1	10	2	418	1	6	6	1	2	1	40	0.25	243465	240663	241081
226.9903	1	31	-99	-99	1	6	6	1	2	1	40	0.25	243465	240663	241081
230.2068	1	10	2	559.5	1	7	8	1	2	1	41	0.25	249384	246681	247240
232.9093	1	31	2	2465	1	7	8	1	2	1	41	0.25	249384	246681	247240
236.2751	1	10	2	491.2	1	4	7	1	2	1	42	0.25	254938	252749	253240
238.4636	1	31	-99	-99	1	4	7	1	2	1	42	0.25	254938	252749	253240
241.2491	1	10	1	501.1	1	2	8	0	1	1	43	0.25	260061	257723	258224
243.5868	1	30	2	1955.5	1	2	8	0	1	1	43	0.25	260061	257723	258224
246.2894	1	10	2	212.8	1	3	3	0	2	1	44	0.25	264554	262764	262976
248.08	1	30	-99	-99	1	3	3	0	2	1	44	0.25	264554	262764	262976
251.4291	1	10	1	665.1	1	3	2	0	1	1	45	0.25	270473	267903	268568
253.999	1	30	-99	-99	1	3	2	0	1	1	45	0.25	270473	267903	268568
257.2984	1	10	1	219.8	1	6	2	1	1	1	46	0.25	275812	273773	273992
259.3378	1	31	-99	-99	1	6	2	1	1	1	46	0.25	275812	273773	273992
262.6703	1	10	1	335.9	1	4	3	1	1	1	47	0.25	281267	279145	279480
264.7926	1	31	1	1653.6	1	4	3	1	1	1	47	0.25	281267	279145	279480
268.1251	1	10	1	225.1	1	8	6	1	1	0	48	0.75	286688	284599	284824
270.2142	1	31	-99	-99	1	8	6	1	1	0	48	0.75	286688	284599	284824
273.4307	1	10	1	391.5	1	4	2	1	1	0	49	0.75	292392	289905	290296
275.9177	1	31	-99	-99	1	4	2	1	1	0	49	0.75	292392	289905	290296
278.7529	1	10	1	357.3	1	7	2	1	1	0	50	0.75	297565	295227	295584
281.0906	1	31	-99	-99	1	7	2	1	1	0	50	0.75	297565	295227	295584
284.3569	1	10	1	225.3	1	5	3	1	1	0	51	0.75	303351	300831	301056
286.877	1	31	1	521.2	1	5	3	1	1	0	51	0.75	303351	300831	301056
290.2593	1	10	1	690.9	1	7	2	1	1	0	52	0.75	309469	306734	307424
292.995	1	31	-99	-99	1	7	2	1	1	0	52	0.75	309469	306734	307424
296.4934	1	10	1	392.8	1	5	2	1	1	0	53	0.75	315090	312968	313360
298.6156	1	31	1	1470.6	1	5	2	1	1	0	53	0.75	315090	312968	313360
301.5669	1	10	1	575.3	1	2	8	1	1	0	54	0.75	320163	318041	318616
303.6891	1	31	-99	-99	1	2	8	1	1	0	54	0.75	320163	318041	318616
307.1875	1	10	1	1338.7	1	7	2	1	1	0	55	0.75	327193	323662	325000
310.719	1	31	-99	-99	1	7	2	1	1	0	55	0.75	327193	323662	325000
314.1842	1	10	1	1558	1	8	8	0	1	0	56	0.75	333941	330658	332216
317.467	1	30	-99	-99	1	8	8	0	1	0	56	0.75	333941	330658	332216
320.153	1	10	2	317.2	1	4	2	0	2	0	57	0.75	339379	336627	336944
322.9053	1	30	1	2348.9	1	4	2	0	2	0	57	0.75	339379	336627	336944
