onset	duration	value	response	rt	good	Bd1	Bd2	F	Resp	buena	nt	prob	ttF	ttp	ttr
1.0254	1	10	2	1353.5	1	2	5	0	2	1	1	0.85	90597	87281	88635
4.3413	1	30	-99	-99	1	2	5	0	2	1	1	0.85	90597	87281	88635
7.3921	1	10	1	1282.8	1	6	7	1	1	1	2	0.85	97428	93648	94931
11.1723	1	31	-99	-99	1	6	7	1	1	1	2	0.85	97428	93648	94931
14.4551	1	10	2	955.8	1	2	7	1	2	1	3	0.85	103629	100711	101667
17.3732	1	31	-99	-99	1	2	7	1	2	1	3	0.85	103629	100711	101667
19.9928	1	10	1	770.1	1	5	5	1	1	1	4	0.85	108653	106249	107019
22.3969	1	31	-99	-99	1	5	5	1	1	1	4	0.85	108653	106249	107019
25.2652	1	10	1	649.6	1	7	5	1	1	1	5	0.85	114108	111521	112171
27.8517	1	31	-99	-99	1	7	5	1	1	1	5	0.85	114108	111521	112171
30.8195	1	10	1	575.4	1	4	2	1	1	1	6	0.85	119463	117075	117651
33.207	1	31	-99	-99	1	4	2	1	1	1	6	0.85	119463	117075	117651
36.4898	1	10	1	737	1	7	6	1	1	1	7	0.85	125001	122746	123483
38.7447	1	31	-99	-99	1	7	6	1	1	1	7	0.85	125001	122746	123483
42.2596	1	10	1	615.2	1	5	5	1	1	1	8	0.85	130969	128516	129131
44.7135	1	31	-99	-99	1	5	5	1	1	1	8	0.85	130969	128516	129131
47.4491	1	10	2	1145.7	1	2	7	1	2	1	9	0.85	137121	133705	134851
50.8646	1	31	-99	-99	1	2	7	1	2	1	9	0.85	137121	133705	134851
53.9816	1	10	1	629.2	1	8	7	1	1	1	10	0.85	143205	140238	140867
56.9494	1	31	-99	-99	1	8	7	1	1	1	10	0.85	143205	140238	140867
60.1659	1	10	1	668.9	1	6	2	1	1	1	11	0.85	149539	146422	147091
63.283	1	31	-99	-99	1	6	2	1	1	1	11	0.85	149539	146422	147091
66.6984	1	10	1	560.4	1	7	6	1	1	1	12	0.85	155475	152954	153515
69.2186	1	31	-99	-99	1	7	6	1	1	1	12	0.85	155475	152954	153515
72.0206	1	10	1	574.1	1	6	5	1	1	1	13	0.85	160730	158277	158851
74.4744	1	31	-99	-99	1	6	5	1	1	1	13	0.85	160730	158277	158851
77.9893	1	10	1	557.4	1	7	7	1	1	1	14	0.85	166500	164245	164803
80.2442	1	31	-99	-99	1	7	7	1	1	1	14	0.85	166500	164245	164803
83.2452	1	10	1	533.5	1	8	7	1	1	1	15	0.85	172303	169501	170035
86.0472	1	31	-99	-99	1	8	7	1	1	1	15	0.85	172303	169501	170035
89.0979	1	10	1	672.8	1	7	2	1	1	1	16	0.85	178405	175354	176027
92.1486	1	31	-99	-99	1	7	2	1	1	1	16	0.85	178405	175354	176027
95.647	1	10	2	1363.7	1	4	7	1	2	0	17	0.15	184970	181903	183267
98.7142	1	31	-99	-99	1	4	7	1	2	0	17	0.15	184970	181903	183267
101.4499	1	10	1	616.8	1	7	6	0	1	0	18	0.15	190757	187706	188323
104.5006	1	30	-99	-99	1	7	6	0	1	0	18	0.15	190757	187706	188323
107.5016	1	10	1	1341.1	1	6	3	1	1	0	19	0.15	197588	193758	195099
111.3316	1	31	-99	-99	1	6	3	1	1	0	19	0.15	197588	193758	195099
114.5978	1	10	1	1068.8	1	3	4	1	1	0	20	0.15	204004	200854	201923
117.748	1	31	-99	-99	1	3	4	1	1	0	20	0.15	204004	200854	201923
120.7987	1	10	1	787.9	1	3	4	0	1	0	21	0.15	209625	207055	207843
123.3686	1	30	-99	-99	1	3	4	0	1	0	21	0.15	209625	207055	207843
126.784	1	10	1	570.6	1	6	6	0	1	0	22	0.15	215295	213040	213611
129.0389	1	30	-99	-99	1	6	6	0	1	0	22	0.15	215295	213040	213611
132.5538	1	10	1	1408.8	1	8	2	0	1	0	23	0.15	222076	218810	220219
135.8201	1	30	-99	-99	1	8	2	0	1	0	23	0.15	222076	218810	220219
138.5226	1	10	2	448	1	4	6	1	2	0	24	0.15	226934	224779	225227
140.678	1	31	-99	-99	1	4	6	1	2	0	24	0.15	226934	224779	225227
143.1982	1	10	2	772.4	1	6	5	1	2	0	25	0.15	232621	229454	230227
146.3649	1	31	-99	-99	1	6	5	1	2	0	25	0.15	232621	229454	230227
148.9182	1	10	1	1228.4	1	5	2	0	1	0	26	0.15	238722	235174	236403
152.4663	1	30	-99	-99	1	5	2	0	1	0	26	0.15	238722	235174	236403
155.7989	1	10	2	731.7	1	8	6	1	2	0	27	0.15	245023	242055	242787
158.7667	1	31	-99	-99	1	8	6	1	2	0	27	0.15	245023	242055	242787
161.7345	1	10	2	668	1	3	7	0	2	0	28	0.15	250660	247990	248659
164.4039	1	30	3	3326.6	1	3	7	0	2	0	28	0.15	250660	247990	248659
168.7478	1	10	1	662.7	1	8	3	1	1	0	29	0.75	257673	255004	255667
171.4172	1	31	-99	-99	1	8	3	1	1	0	29	0.75	257673	255004	255667
174.186	1	10	2	632.5	1	3	5	0	2	0	30	0.75	263410	260442	261075
177.1538	1	30	-99	-99	1	3	5	0	2	0	30	0.75	263410	260442	261075
179.8563	1	10	1	474.2	1	6	4	1	1	0	31	0.75	268218	266112	266587
181.962	1	31	-99	-99	1	6	4	1	1	0	31	0.75	268218	266112	266587
184.6977	1	10	2	1040.8	1	2	8	1	2	0	32	0.75	273988	270954	271994
187.7318	1	31	-99	-99	1	2	8	1	2	0	32	0.75	273988	270954	271994
190.7493	1	10	1	1085.2	1	2	4	1	1	0	33	0.75	280421	277005	278091
194.1648	1	31	-99	-99	1	2	4	1	1	0	33	0.75	280421	277005	278091
196.7015	1	10	1	757	1	8	6	0	1	0	34	0.75	285478	282958	283714
199.2217	1	30	-99	-99	1	8	6	0	1	0	34	0.75	285478	282958	283714
202.5542	1	10	1	1496.3	1	4	3	1	1	0	35	0.75	292823	288810	290307
206.5666	1	31	-99	-99	1	4	3	1	1	0	35	0.75	292823	288810	290307
209.667	1	10	2	855.5	1	2	6	0	2	0	36	0.75	299023	295923	296778
212.7675	1	30	-99	-99	1	2	6	0	2	0	36	0.75	299023	295923	296778
215.7519	1	10	1	778.5	1	4	7	0	1	0	37	0.75	305224	302008	302786
218.9684	1	30	-99	-99	1	4	7	0	1	0	37	0.75	305224	302008	302786
221.6875	1	10	1	706.9	1	7	7	1	1	0	38	0.75	311027	307943	308650
