onset	duration	value	response	rt	good	Bd1	Bd2	F	Resp	buena	nt	prob	ttF	ttp	ttr
1.0185	1	10	1	1288.6	1	5	3	1	1	0	1	0.85	37061	33314	34602
4.7656	1	31	-99	-99	1	5	3	1	1	0	1	0.85	37061	33314	34602
7.4681	1	10	1	647	1	8	8	0	1	0	2	0.85	42317	39763	40410
10.0214	1	30	-99	-99	1	8	8	0	1	0	2	0.85	42317	39763	40410
13.0224	1	10	2	732.7	1	3	7	0	2	0	3	0.85	48551	45318	46050
16.2555	1	30	-99	-99	1	3	7	0	2	0	3	0.85	48551	45318	46050
19.6378	1	10	1	661.3	1	3	2	1	1	0	4	0.85	54453	51933	52594
22.1579	1	31	-99	-99	1	3	2	1	1	0	4	0.85	54453	51933	52594
24.8936	1	10	1	477.4	1	6	8	0	1	0	5	0.85	59626	57189	57666
27.3308	1	30	-99	-99	1	6	8	0	1	0	5	0.85	59626	57189	57666
30.0334	1	10	2	585.6	1	5	8	0	2	0	6	0.85	65180	62329	62914
32.8851	1	30	-99	-99	1	5	8	0	2	0	6	0.85	65180	62329	62914
35.9855	1	10	1	1089.5	1	5	5	1	1	0	7	0.85	71613	68281	69370
39.3181	1	31	-99	-99	1	5	5	1	1	0	7	0.85	71613	68281	69370
42.1699	1	10	1	1577.1	1	6	2	1	1	0	8	0.85	78395	74465	76042
46.0993	1	31	-99	-99	1	6	2	1	1	0	8	0.85	78395	74465	76042
49.2495	1	10	1	625.5	1	6	5	1	1	0	9	0.85	84015	81545	82170
51.7199	1	31	-99	-99	1	6	5	1	1	0	9	0.85	84015	81545	82170
55.1851	1	10	1	521.9	1	6	4	1	1	0	10	0.85	89851	87480	88002
57.556	1	31	-99	-99	1	6	4	1	1	0	10	0.85	89851	87480	88002
60.2585	1	10	1	984.5	1	8	8	1	1	0	11	0.85	95223	92554	93538
62.9279	1	31	-99	-99	1	8	8	1	1	0	11	0.85	95223	92554	93538
66.3765	1	10	1	658.5	1	3	2	1	1	0	12	0.85	100877	98672	99330
68.5817	1	31	-99	-99	1	3	2	1	1	0	12	0.85	100877	98672	99330
71.7484	1	10	1	750.6	1	2	7	1	1	0	13	0.85	106763	104044	104794
74.4675	1	31	-99	-99	1	2	7	1	1	0	13	0.85	106763	104044	104794
