onset	duration	value	response	rt	good	Bd1	Bd2	F	Resp	buena	nt	prob	ttF	ttp	ttr
15.9832	1	10	2	1032.9	1	3	7	0	2	0	1	0.85	20564	17032	18065
19.5147	1	30	-99	-99	1	3	7	0	2	0	1	0.85	20564	17032	18065
22.4825	1	10	2	1013.6	1	4	6	0	2	0	2	0.85	26781	23532	24545
25.7322	1	30	-99	-99	1	4	6	0	2	0	2	0.85	26781	23532	24545
29.0814	1	10	1	422.6	1	4	6	1	1	0	3	0.85	32750	30130	30553
31.701	1	31	-99	-99	1	4	6	1	1	0	3	0.85	32750	30130	30553
34.702	1	10	1	482.1	1	5	6	0	1	0	4	0.85	38520	35751	36233
37.4708	1	30	-99	-99	1	5	6	0	1	0	4	0.85	38520	35751	36233
40.1899	1	10	1	1266.2	1	2	2	1	1	0	5	0.85	44472	41239	42505
43.423	1	31	-99	-99	1	2	2	1	1	0	5	0.85	44472	41239	42505
46.0261	1	10	1	677.9	1	7	8	1	1	0	6	0.85	49711	47075	47753
48.6623	1	31	-99	-99	1	7	8	1	1	0	6	0.85	49711	47075	47753
51.2156	1	10	1	760.5	1	2	8	1	1	0	7	0.85	54801	52265	53025
53.7524	1	31	-99	-99	1	2	8	1	1	0	7	0.85	54801	52265	53025
56.9191	1	10	1	624.9	1	8	8	1	1	0	8	0.85	60770	57968	58593
59.7211	1	31	-99	-99	1	8	8	1	1	0	8	0.85	60770	57968	58593
62.5231	1	10	2	1245	1	6	4	1	2	0	9	0.85	66424	63572	64817
65.3749	1	31	-99	-99	1	6	4	1	2	0	9	0.85	66424	63572	64817
68.3096	1	10	2	682.4	1	5	5	0	2	0	10	0.85	71580	69359	70041
70.5313	1	30	-99	-99	1	5	5	0	2	0	10	0.85	71580	69359	70041
74.0296	1	10	1	826.5	1	3	5	1	1	0	11	0.85	77798	75079	75905
76.7488	1	31	-99	-99	1	3	5	1	1	0	11	0.85	77798	75079	75905
80.1974	1	10	1	682.6	1	2	3	1	1	0	12	0.85	84065	81246	81929
83.016	1	31	-99	-99	1	2	3	1	1	0	12	0.85	84065	81246	81929
85.7849	1	10	1	783.1	1	7	2	1	1	0	13	0.85	89155	86834	87617
88.106	1	31	-99	-99	1	7	2	1	1	0	13	0.85	89155	86834	87617
91.422	1	10	1	986	1	5	7	1	1	0	14	0.85	95588	92471	93457
94.5391	1	31	-99	-99	1	5	7	1	1	0	14	0.85	95588	92471	93457
97.7887	1	10	1	539.3	1	3	7	1	1	0	15	0.85	101640	98838	99377
100.5907	1	31	-99	-99	1	3	7	1	1	0	15	0.85	101640	98838	99377
103.1606	1	10	1	647.5	1	3	7	1	1	0	16	0.85	107045	104210	104857
105.9958	1	31	-99	-99	1	3	7	1	1	0	16	0.85	107045	104210	104857
108.7978	1	10	1	442.3	1	5	4	0	1	1	17	0.15	112019	109847	110289
110.9698	1	30	-99	-99	1	5	4	0	1	1	17	0.15	112019	109847	110289
113.7387	1	10	2	925.4	1	2	3	1	2	1	18	0.15	117756	114788	115713
116.7065	1	31	-99	-99	1	2	3	1	2	1	18	0.15	117756	114788	115713
119.5251	1	10	2	651	1	6	4	0	2	1	19	0.15	122862	120574	121225
121.8131	1	30	-99	-99	1	6	4	0	2	1	19	0.15	122862	120574	121225
124.4161	1	10	1	479.9	1	7	7	0	1	1	20	0.15	127770	125465	125945
126.7208	1	30	-99	-99	1	7	7	0	1	1	20	0.15	127770	125465	125945
130.2025	1	10	1	717.6	1	2	2	0	1	1	21	0.15	134219	131252	131969
133.1704	1	30	-99	-99	1	2	2	0	1	1	21	0.15	134219	131252	131969
135.8563	1	10	2	527.8	1	2	2	0	2	1	22	0.15	139641	136905	137433
138.592	1	30	-99	-99	1	2	2	0	2	1	22	0.15	139641	136905	137433
141.7256	1	10	1	378.5	1	5	6	1	1	1	23	0.15	145129	142775	143153
144.08	1	31	-99	-99	1	5	6	1	1	1	23	0.15	145129	142775	143153
146.8157	1	10	1	560.4	1	3	8	0	1	1	24	0.15	150402	147865	148425
149.3524	1	30	-99	-99	1	3	8	0	1	1	24	0.15	150402	147865	148425
152.0715	1	10	2	792.6	1	5	7	1	2	1	25	0.15	156287	153121	153913
155.2383	1	31	-99	-99	1	5	7	1	2	1	25	0.15	156287	153121	153913
157.8911	1	10	2	629	1	3	5	1	2	1	26	0.15	161610	158940	159569
160.5605	1	31	-99	-99	1	3	5	1	2	1	26	0.15	161610	158940	159569
163.2464	1	10	2	529.7	1	5	3	1	2	1	27	0.15	166517	164296	164825
165.4681	1	31	-99	-99	1	5	3	1	2	1	27	0.15	166517	164296	164825
168.5354	1	10	2	560.7	1	5	6	1	2	1	28	0.15	171906	169585	170145
170.8566	1	31	-99	-99	1	5	6	1	2	1	28	0.15	171906	169585	170145
173.6586	1	10	2	837.5	1	2	7	1	2	1	29	0.15	177361	174708	175545
176.3114	1	31	-99	-99	1	2	7	1	2	1	29	0.15	177361	174708	175545
179.5943	1	10	2	853.8	1	4	8	1	2	1	30	0.15	183777	180643	181497
182.7279	1	31	-99	-99	1	4	8	1	2	1	30	0.15	183777	180643	181497
185.762	1	10	2	1470.1	1	4	4	1	2	1	31	0.15	190757	186811	188281
189.708	1	31	3	4004.1	1	4	4	1	2	1	31	0.15	190757	186811	188281
194.7318	1	10	1	1364.3	1	6	6	0	1	0	32	0.15	198782	195781	197145
197.7327	1	30	-99	-99	1	6	6	0	1	0	32	0.15	198782	195781	197145
201.0488	1	10	2	663.3	1	5	3	1	2	0	33	0.15	205049	202098	202761
204	1	31	-99	-99	1	5	3	1	2	0	33	0.15	205049	202098	202761
206.918	1	10	2	522.1	1	6	3	1	2	0	34	0.15	210852	207967	208489
209.803	1	31	-99	-99	1	6	3	1	2	0	34	0.15	210852	207967	208489
212.7044	1	10	2	543.7	1	5	4	1	2	0	35	0.15	216672	213754	214297
215.6225	1	31	-99	-99	1	5	4	1	2	0	35	0.15	216672	213754	214297
218.2919	1	10	2	756.2	1	5	6	1	2	0	36	0.15	222425	219341	220097
221.3758	1	31	-99	-99	1	5	6	1	2	0	36	0.15	222425	219341	220097
224.2773	1	10	2	690.8	1	5	8	1	2	0	37	0.15	228278	225326	226017
227.2285	1	31	-99	-99	1	5	8	1	2	0	37	0.15	228278	225326	226017
230.0968	1	10	2	863.3	1	5	6	1	2	0	38	0.15	234462	231146	232009
233.4128	1	31	-99	-99	1	5	6	1	2	0	38	0.15	234462	231146	232009
236.2148	1	10	2	625.3	1	8	8	1	2	0	39	0.15	240165	237264	237889
239.1163	1	31	-99	-99	1	8	8	1	2	0	39	0.15	240165	237264	237889
242.366	1	10	2	1234.1	1	8	4	1	2	0	40	0.15	246615	243415	244649
245.5659	1	31	-99	-99	1	8	4	1	2	0	40	0.15	246615	243415	244649
248.3845	1	10	2	807.6	1	2	5	0	2	0	41	0.15	252020	249434	250241
250.971	1	30	-99	-99	1	2	5	0	2	0	41	0.15	252020	249434	250241
253.5741	1	10	1	1026	1	2	7	1	1	0	42	0.15	257541	254623	255649
256.4921	1	31	-99	-99	1	2	7	1	1	0	42	0.15	257541	254623	255649
259.7418	1	10	1	586.3	1	5	3	0	1	0	43	0.15	263593	260791	261377
262.5438	1	30	-99	-99	1	5	3	0	1	0	43	0.15	263593	260791	261377
265.18	1	10	2	860.1	1	4	5	1	2	0	44	0.15	269545	266229	267089
268.496	1	31	-99	-99	1	4	5	1	2	0	44	0.15	269545	266229	267089
271.5965	1	10	2	475.6	1	4	3	1	2	0	45	0.15	275580	272646	273121
