onset	duration	value	response	rt	good	Bd1	Bd2	F	Resp	buena	nt	prob	ttF	ttp	ttr
1.0318	1	10	1	1250.5	1	7	6	1	1	0	1	0.85	18209	15159	16409
4.0825	1	31	-99	-99	1	7	6	1	1	0	1	0.85	18209	15159	16409
6.8845	1	10	1	629.8	1	6	5	1	1	0	2	0.85	23979	21011	21641
9.8523	1	31	-99	-99	1	6	5	1	1	0	2	0.85	23979	21011	21641
12.8533	1	10	1	701	1	4	3	1	1	0	3	0.85	29567	26980	27681
15.4397	1	31	-99	-99	1	4	3	1	1	0	3	0.85	29567	26980	27681
18.8884	1	10	1	1481.9	1	3	3	1	1	0	4	0.85	36132	33015	34497
22.0054	1	31	-99	-99	1	3	3	1	1	0	4	0.85	36132	33015	34497
24.5587	1	10	2	1291.6	1	4	6	1	2	0	5	0.85	42483	38686	39977
28.3555	1	31	-99	-99	1	4	6	1	2	0	5	0.85	42483	38686	39977
30.8923	1	10	1	1062	1	7	5	1	1	0	6	0.85	47772	45019	46081
33.6445	1	31	-99	-99	1	7	5	1	1	0	6	0.85	47772	45019	46081
36.8113	1	10	1	1535	1	3	7	1	1	0	7	0.85	54818	50938	52473
40.691	1	31	-99	-99	1	3	7	1	1	0	7	0.85	54818	50938	52473
44.0568	1	10	1	1633.5	1	4	3	1	1	0	8	0.85	62047	58184	59817
47.9199	1	31	-99	-99	1	4	3	1	1	0	8	0.85	62047	58184	59817
51.0038	1	10	1	1302.5	1	7	5	1	1	0	9	0.85	68778	65131	66433
54.6513	1	31	-99	-99	1	7	5	1	1	0	9	0.85	68778	65131	66433
58.0005	1	10	2	1489.8	1	7	2	0	2	0	10	0.85	76090	72128	73617
61.9631	1	30	-99	-99	1	7	2	0	2	0	10	0.85	76090	72128	73617
65.0636	1	10	2	1362.7	1	4	6	0	2	0	11	0.85	82407	79191	80553
68.2801	1	30	-99	-99	1	4	6	0	2	0	11	0.85	82407	79191	80553
70.9992	1	10	2	2587.1	1	2	6	0	2	0	12	0.85	89404	85126	87713
