onset	duration	value	response	rt	good	Bd1	Bd2	F	Resp	buena	nt	prob	ttF	ttp	ttr
1.0302	1	10	2	1996.1	1	7	3	1	2	1	1	0.75	21078	17364	19360
4.7442	1	31	-99	-99	1	7	3	1	2	1	1	0.75	21078	17364	19360
7.2975	1	10	2	1312.8	1	4	4	1	2	1	2	0.75	26881	23631	24944
10.5471	1	31	-99	-99	1	4	4	1	2	1	2	0.75	26881	23631	24944
13.9957	1	10	2	1062.6	1	5	3	0	2	1	3	0.75	33131	30329	31392
16.7978	1	30	-99	-99	1	5	3	0	2	1	3	0.75	33131	30329	31392
19.4837	1	10	2	678.5	1	8	3	0	2	1	4	0.75	38818	35817	36496
22.4847	1	30	-99	-99	1	8	3	0	2	1	4	0.75	38818	35817	36496
25.4193	1	10	1	838.9	1	7	7	1	1	1	5	0.75	44853	41753	42592
28.5198	1	31	-99	-99	1	7	7	1	1	1	5	0.75	44853	41753	42592
31.6865	1	10	1	1579.7	1	6	8	1	1	1	6	0.75	51601	48020	49600
35.2678	1	31	-99	-99	1	6	8	1	1	1	6	0.75	51601	48020	49600
38.4843	1	10	1	1381.9	1	3	2	1	1	1	7	0.75	58200	54818	56200
41.8666	1	31	-99	-99	1	3	2	1	1	1	7	0.75	58200	54818	56200
44.7349	1	10	1	1131.3	1	2	8	1	1	1	8	0.75	64318	61069	62200
47.9846	1	31	-99	-99	1	2	8	1	1	1	8	0.75	64318	61069	62200
50.5711	1	10	1	623	1	4	2	1	1	1	9	0.75	69972	66905	67528
53.6383	1	31	-99	-99	1	4	2	1	1	1	9	0.75	69972	66905	67528
56.4901	1	10	1	920.1	1	2	3	1	1	1	10	0.75	76073	72824	73744
59.7397	1	31	-99	-99	1	2	3	1	1	1	10	0.75	76073	72824	73744
62.9065	1	10	1	999.6	1	5	5	1	1	1	11	0.75	81827	79240	80240
65.493	1	31	-99	-99	1	5	5	1	1	1	11	0.75	81827	79240	80240
68.0463	1	10	1	1131.8	1	8	2	1	1	1	12	0.75	87331	84380	85512
70.9975	1	31	-99	-99	1	8	2	1	1	1	12	0.75	87331	84380	85512
73.9156	1	10	1	1078.5	1	8	5	0	1	1	13	0.75	93549	90249	91328
77.215	1	30	-99	-99	1	8	5	0	1	1	13	0.75	93549	90249	91328
80.6636	1	10	2	530.5	1	8	5	0	2	1	14	0.75	99468	96997	97528
83.134	1	30	-99	-99	1	8	5	0	2	1	14	0.75	99468	96997	97528
85.9857	1	10	2	944.4	1	3	3	0	2	1	15	0.75	104806	102319	103264
88.4727	1	30	-99	-99	1	3	3	0	2	1	15	0.75	104806	102319	103264
91.5566	1	10	1	725.5	1	2	2	1	1	1	16	0.75	110162	107890	108616
93.828	1	31	-99	-99	1	2	2	1	1	1	16	0.75	110162	107890	108616
96.8787	1	10	1	667.4	1	2	4	1	1	1	17	0.75	115849	113212	113880
99.515	1	31	-99	-99	1	2	4	1	1	1	17	0.75	115849	113212	113880
102.9138	1	10	1	936.2	1	6	5	0	1	0	18	0.25	122016	119247	120184
105.6827	1	30	-99	-99	1	6	5	0	1	0	18	0.25	122016	119247	120184
109.065	1	10	2	1425	1	6	8	1	2	0	19	0.25	128648	125399	126824
112.3147	1	31	-99	-99	1	6	8	1	2	0	19	0.25	128648	125399	126824
115.2327	1	10	2	1225.3	1	4	8	1	2	0	20	0.25	134667	131566	132792
118.3332	1	31	-99	-99	1	4	8	1	2	0	20	0.25	134667	131566	132792
121.417	1	10	2	833	1	8	5	0	2	0	21	0.25	140602	137751	138584
124.2688	1	30	-99	-99	1	8	5	0	2	0	21	0.25	140602	137751	138584
127.7174	1	10	1	764.6	1	5	4	0	1	0	22	0.25	146555	144051	144816
130.221	1	30	-99	-99	1	5	4	0	1	0	22	0.25	146555	144051	144816
133.5701	1	10	2	767.9	1	3	8	1	2	0	23	0.25	153137	149904	150672
136.8032	1	31	-99	-99	1	3	8	1	2	0	23	0.25	153137	149904	150672
139.4062	1	10	2	779.8	1	4	7	1	2	0	24	0.25	158923	155740	156520
142.5896	1	31	-99	-99	1	4	7	1	2	0	24	0.25	158923	155740	156520
145.8227	1	10	2	971.3	1	5	6	1	2	0	25	0.25	165041	162156	163128
148.7076	1	31	-99	-99	1	5	6	1	2	0	25	0.25	165041	162156	163128
151.5427	1	10	2	1243.2	1	3	7	1	2	0	26	0.25	171275	167876	169120
154.9416	1	31	-99	-99	1	3	7	1	2	0	26	0.25	171275	167876	169120
158.1084	1	10	2	837.5	1	3	8	0	2	0	27	0.25	177592	174442	175279
